x_value,total_1,total_2
1667,2709,1960
1668,2712,1959
1669,2707,1960
1670,2705,1965
1671,2702,1971
1672,2700,1974
1673,2706,1971
1674,2707,1973
1675,2709,1973
1676,2714,1979
1677,2714,1981
1678,2716,1977
1679,2712,1983
1680,2706,1985
1681,2714,1980
1682,2719,1986
1683,2727,1985
1684,2723,1983
1685,2726,1979
1686,2726,1985
1687,2725,1988
1688,2729,1990
1689,2736,1995
1690,2739,1999
1691,2739,2001
1692,2738,2007
1693,2740,2003
1694,2738,2002
1695,2744,2004
1696,2741,2004
1697,2737,2009
1698,2737,2011
1699,2741,2016
1700,2737,2017
1701,2731,2016
1702,2725,2015
1703,2724,2018
1704,2720,2016
1705,2720,2019
1706,2718,2015
1707,2720,2013
1708,2724,2010
1709,2729,2012
1710,2731,2013
1711,2734,2011
1712,2732,2010
1713,2728,2006
1714,2733,2006
1715,2733,2011
1716,2732,2015
1717,2732,2011
1718,2734,2007
1719,2735,2009
1720,2740,2005
1721,2740,2008
1722,2737,2007
1723,2734,2010
1724,2728,2006
1725,2730,2002
1726,2737,2005
1727,2736,2004
1728,2739,2007
1729,2744,2004
1730,2749,2006
1731,2755,2008
1732,2762,2007
1733,2763,2010
1734,2770,2006
1735,2776,2007
1736,2781,2013
1737,2775,2008
1738,2780,2011
1739,2783,2012
1740,2791,2013
1741,2796,2017
1742,2790,2017
1743,2784,2018
1744,2780,2018
1745,2785,2022
1746,2781,2019
1747,2777,2025
1748,2781,2028
1749,2783,2030
1750,2786,2029
1751,2784,2034
1752,2786,2035
1753,2787,2040
1754,2786,2037
1755,2780,2043
1756,2782,2045
1757,2783,2043
1758,2786,2038
1759,2782,2035
1760,2788,2038
1761,2792,2042
1762,2796,2040
1763,2799,2042
1764,2794,2042
1765,2797,2046
1766,2793,2048
1767,2788,2048
1768,2789,2046
1769,2790,2044
1770,2787,2039
1771,2790,2035
1772,2786,2030
1773,2781,2025
1774,2786,2027
1775,2790,2023
1776,2798,2020
1777,2799,2018
1778,2801,2017
1779,2809,2019
1780,2803,2017
1781,2798,2019
1782,2793,2015
1783,2800,2013
1784,2806,2018
1785,2811,2018
1786,2817,2022
1787,2819,2028
1788,2826,2030
1789,2829,2028
1790,2831,2023
1791,2832,2027
1792,2835,2026
1793,2833,2022
1794,2831,2027
1795,2827,2026
1796,2823,2028
1797,2825,2024
1798,2821,2027
1799,2822,2033
1800,2826,2038
1801,2832,2036
1802,2840,2032
1803,2847,2032
1804,2846,2036
1805,2842,2035
1806,2844,2034
1807,2842,2036
1808,2841,2042
1809,2847,2042
1810,2855,2038
1811,2861,2039
1812,2866,2036
1813,2868,2041
1814,2870,2041
1815,2877,2044
1816,2879,2049
1817,2886,2050
1818,2893,2046
1819,2896,2049
1820,2895,2053
1821,2898,2056
1822,2898,2055
1823,2892,2055
1824,2894,2060
1825,2902,2055
1826,2906,2060
1827,2909,2056
1828,2906,2051
1829,2907,2054
1830,2907,2057
1831,2905,2057
1832,2912,2053
1833,2907,2057
1834,2907,2054
1835,2911,2059
1836,2913,2057
1837,2915,2058
1838,2922,2064
1839,2920,2067
1840,2926,2066
1841,2921,2069
1842,2919,2075
1843,2914,2076
1844,2916,2071
1845,2910,2070
1846,2917,2069
1847,2919,2065
1848,2923,2069
1849,2917,2067
1850,2919,2067
1851,2926,2069
1852,2934,2074
1853,2938,2073
1854,2935,2076
1855,2929,2075
1856,2932,2080
1857,2926,2081
1858,2928,2080
1859,2934,2082
1860,2937,2088
1861,2935,2084
1862,2936,2089
1863,2935,2091
1864,2943,2090
1865,2950,2086
1866,2955,2089
1867,2953,2084
1868,2960,2085
1869,2957,2085
1870,2955,2084
1871,2963,2087
1872,2967,2088
1873,2970,2088
1874,2972,2089
1875,2980,2088
1876,2981,2085
1877,2978,2091
1878,2974,2096
1879,2968,2092
1880,2975,2097
1881,2978,2092
1882,2975,2089
1883,2970,2094
1884,2978,2096
1885,2979,2095
1886,2984,2100
1887,2984,2096
1888,2989,2101
1889,2985,2105
1890,2991,2108
1891,2998,2106
1892,3005,2112
1893,3000,2114
1894,2996,2113
1895,3003,2112
1896,3011,2107
1897,3019,2107
1898,3023,2112
1899,3025,2108
1900,3019,2111
1901,3023,2108
1902,3028,2104
1903,3023,2106
1904,3027,2103
1905,3027,2100
1906,3034,2099
1907,3036,2104
1908,3043,2101
1909,3039,2101
1910,3046,2103
1911,3049,2104
1912,3056,2101
1913,3059,2097
1914,3062,2103
1915,3056,2100
1916,3056,2095
1917,3054,2098
1918,3062,2100
1919,3068,2104
1920,3067,2109
1921,3074,2107
1922,3079,2102
1923,3082,2105
1924,3082,2108
1925,3076,2108
1926,3081,2109
1927,3085,2112
1928,3090,2108
1929,3090,2109
1930,3094,2111
1931,3088,2117
1932,3094,2122
1933,3100,2124
1934,3100,2128
1935,3107,2131
1936,3102,2130
1937,3103,2129
1938,3104,2133
1939,3098,2135
1940,3096,2140
1941,3101,2137
1942,3101,2140
1943,3103,2138
1944,3097,2136
1945,3094,2134
1946,3094,2133
1947,3094,2129
1948,3096,2129
1949,3098,2134
1950,3097,2134
1951,3099,2140
1952,3107,2143
1953,3102,2140
1954,3099,2135
1955,3107,2137
1956,3112,2132
1957,3109,2135
1958,3112,2135
1959,3106,2140
1960,3109,2143
1961,3105,2141
1962,3111,2141
1963,3111,2137
1964,3118,2133
1965,3115,2137
1966,3121,2136
1967,3115,2137
1968,3120,2139
1969,3119,2139
1970,3123,2144
1971,3119,2150
1972,3116,2155
1973,3119,2160
1974,3124,2160
1975,3132,2155
1976,3138,2157
1977,3139,2153
1978,3142,2150
1979,3144,2156
1980,3144,2151
1981,3149,2146
1982,3148,2146
1983,3147,2152
1984,3155,2147
1985,3150,2145
1986,3145,2149
1987,3153,2149
1988,3156,2147
1989,3160,2148
1990,3167,2154
1991,3171,2160
1992,3169,2157
1993,3165,2156
1994,3167,2160
1995,3161,2161
1996,3162,2166
1997,3162,2167
1998,3160,2170
1999,3159,2171
2000,3163,2169
2001,3159,2172
2002,3154,2171
2003,3154,2166
2004,3152,2162
2005,3159,2164
2006,3167,2160
2007,3165,2166
2008,3172,2172
2009,3173,2177
2010,3169,2182
2011,3168,2184
2012,3168,2190
2013,3173,2190
2014,3175,2188
2015,3174,2184
2016,3179,2190
2017,3180,2195
2018,3181,2201
2019,3184,2199
2020,3192,2197
2021,3199,2202
2022,3196,2205
2023,3199,2201
2024,3204,2198
2025,3204,2194
2026,3203,2189
2027,3204,2192
2028,3209,2188
2029,3204,2184
2030,3200,2179
2031,3201,2184
2032,3208,2188
2033,3216,2186
2034,3223,2182
2035,3220,2183
2036,3228,2189
2037,3227,2184
2038,3230,2181
2039,3237,2185
2040,3235,2185
2041,3242,2184
2042,3241,2182
2043,3239,2188
2044,3235,2194
2045,3240,2197
2046,3236,2196
2047,3243,2200
2048,3240,2205
2049,3248,2210
2050,3255,2211
2051,3260,2207
2052,3265,2212
2053,3260,2216
2054,3256,2219
2055,3263,2225
2056,3262,2230
2057,3259,2233
2058,3266,2232
2059,3270,2235
2060,3274,2238
2061,3281,2242
2062,3282,2237
2063,3281,2241
2064,3286,2242
2065,3288,2247
2066,3286,2247
2067,3287,2246
2068,3294,2252
2069,3298,2251
2070,3293,2253
2071,3291,2256
2072,3294,2259
2073,3292,2262
2074,3297,2268
2075,3304,2273
2076,3303,2273
2077,3303,2274
2078,3297,2279
2079,3291,2278
2080,3290,2274
2081,3284,2275
2082,3278,2272
2083,3274,2267
2084,3271,2267
2085,3272,2269
2086,3270,2264
2087,3264,2261
2088,3269,2260
2089,3271,2255
2090,3273,2258
2091,3270,2253
2092,3266,2254
2093,3269,2251
2094,3265,2254
2095,3259,2250
2096,3267,2253
2097,3266,2250
2098,3267,2256
2099,3275,2251
2100,3282,2249
2101,3277,2251
2102,3275,2249
2103,3281,2251
2104,3284,2250
2105,3280,2250
2106,3275,2256
2107,3270,2260
2108,3269,2265
2109,3268,2266
2110,3263,2268
2111,3261,2272
2112,3259,2268
2113,3260,2274
2114,3266,2272
2115,3273,2275
2116,3268,2274
2117,3263,2280
2118,3261,2285
2119,3261,2288
2120,3256,2289
2121,3264,2290
2122,3264,2286
2123,3271,2288
2124,3266,2285
2125,3268,2281
2126,3275,2283
2127,3277,2286
2128,3276,2286
2129,3280,2290
2130,3275,2295
2131,3281,2292
2132,3287,2288
2133,3292,2291
2134,3295,2296
2135,3298,2292
2136,3303,2294
2137,3302,2296
2138,3304,2293
2139,3304,2292
2140,3310,2288
2141,3315,2283
2142,3309,2285
2143,3311,2280
2144,3314,2285
2145,3314,2284
2146,3317,2287
2147,3317,2286
2148,3313,2292
2149,3313,2293
2150,3317,2298
2151,3316,2293
2152,3317,2289
2153,3317,2287
2154,3315,2284
2155,3320,2283
2156,3327,2284
2157,3334,2282
2158,3328,2284
2159,3324,2279
2160,3320,2283
2161,3317,2282
2162,3324,2286
2163,3323,2284
2164,3317,2281
2165,3316,2279
2166,3310,2283
2167,3318,2288
2168,3314,2283
2169,3316,2285
2170,3317,2282
2171,3318,2280
2172,3325,2278
2173,3328,2274
2174,3324,2272
2175,3332,2269
2176,3332,2269
2177,3334,2267
2178,3329,2263
2179,3335,2268
2180,3334,2270
2181,3334,2269
2182,3333,2264
2183,3330,2269
2184,3334,2265
2185,3338,2264
2186,3335,2270
2187,3340,2266
2188,3336,2262
2189,3333,2267
2190,3331,2263
2191,3327,2258
2192,3330,2260
2193,3326,2257
2194,3324,2259
2195,3322,2257
2196,3326,2263
2197,3331,2264
2198,3330,2269
2199,3330,2264
2200,3326,2261
2201,3332,2267
2202,3328,2264
2203,3326,2268
2204,3322,2273
2205,3318,2277
2206,3317,2282
2207,3317,2281
2208,3320,2277
2209,3325,2277
2210,3321,2275
2211,3329,2280
2212,3329,2276
2213,3325,2274
2214,3323,2270
2215,3324,2276
2216,3324,2274
2217,3331,2279
2218,3337,2280
2219,3337,2280
2220,3341,2281
2221,3346,2278
2222,3348,2284
2223,3342,2287
2224,3349,2286
2225,3353,2292
2226,3357,2287
2227,3359,2292
2228,3362,2296
2229,3368,2301
2230,3367,2300
2231,3367,2297
2232,3369,2292
2233,3373,2292
2234,3369,2296
2235,3376,2297
2236,3376,2295
2237,3376,2297
2238,3381,2297
2239,3382,2295
2240,3386,2299
2241,3389,2294
2242,3392,2294
2243,3389,2291
2244,3390,2297
2245,3394,2296
2246,3395,2296
2247,3393,2292
2248,3389,2298
2249,3383,2302
2250,3384,2298
2251,3383,2293
2252,3391,2298
2253,3395,2294
2254,3396,2294
2255,3404,2300
2256,3410,2296
2257,3406,2294
2258,3411,2298
2259,3414,2294
2260,3416,2300
2261,3414,2305
2262,3416,2310
2263,3416,2312
2264,3424,2317
2265,3418,2320
2266,3417,2325
2267,3419,2320
2268,3423,2323
2269,3421,2318
2270,3415,2316
2271,3422,2315
2272,3424,2317
2273,3426,2314
2274,3434,2313
2275,3440,2316
2276,3434,2312
2277,3440,2318
2278,3436,2314
2279,3430,2309
2280,3425,2306
2281,3427,2304
2282,3421,2306
2283,3427,2309
2284,3428,2306
2285,3426,2311
2286,3430,2309
2287,3434,2313
2288,3442,2317
2289,3441,2320
2290,3443,2319
2291,3446,2325
2292,3443,2328
2293,3442,2330
2294,3441,2335
2295,3445,2338
2296,3445,2336
2297,3440,2340
2298,3434,2335
2299,3439,2332
2300,3434,2338
2301,3430,2334
2302,3426,2330
2303,3432,2327
2304,3439,2333
2305,3439,2336
2306,3443,2333
2307,3448,2332
2308,3448,2335
2309,3455,2341
2310,3460,2339
2311,3462,2336
2312,3465,2335
2313,3467,2336
2314,3470,2332
2315,3472,2335
2316,3471,2339
2317,3474,2338
2318,3470,2333
2319,3465,2338
2320,3466,2344
2321,3469,2349
2322,3469,2351
2323,3463,2355
2324,3466,2356
2325,3461,2360
2326,3460,2366
2327,3455,2367
2328,3457,2366
2329,3455,2368
2330,3454,2367
2331,3455,2366
2332,3457,2363
2333,3455,2358
2334,3453,2353
2335,3449,2351
2336,3447,2346
2337,3450,2343
2338,3448,2349
2339,3444,2350
2340,3444,2353
2341,3445,2358
2342,3453,2354
2343,3461,2353
2344,3458,2355
2345,3452,2358
2346,3457,2363
2347,3456,2368
2348,3452,2367
2349,3455,2373
2350,3451,2375
2351,3457,2376
2352,3455,2372
2353,3461,2375
2354,3455,2372
2355,3460,2371
2356,3463,2370
2357,3466,2376
2358,3469,2374
2359,3475,2369
2360,3478,2371
2361,3483,2367
2362,3489,2367
2363,3491,2363
2364,3488,2365
2365,3491,2361
2366,3486,2358
2367,3489,2364
2368,3494,2362
2369,3496,2364
2370,3503,2365
2371,3500,2365
2372,3504,2367
2373,3503,2366
2374,3511,2361
2375,3508,2359
2376,3502,2357
2377,3507,2354
2378,3510,2356
2379,3510,2360
2380,3506,2363
2381,3506,2369
2382,3509,2372
2383,3505,2368
2384,3504,2370
2385,3508,2368
2386,3503,2368
2387,3500,2368
2388,3502,2364
2389,3505,2366
2390,3513,2364
2391,3519,2369
2392,3518,2373
2393,3525,2369
2394,3531,2373
2395,3534,2377
2396,3541,2375
2397,3549,2371
2398,3544,2367
2399,3549,2366
2400,3556,2368
2401,3552,2363
2402,3556,2358
2403,3562,2354
2404,3560,2352
2405,3568,2358
2406,3562,2362
2407,3565,2363
2408,3569,2361
2409,3574,2361
2410,3573,2357
2411,3576,2357
2412,3576,2358
2413,3583,2360
2414,3588,2359
2415,3594,2362
2416,3597,2367
2417,3593,2373
2418,3591,2376
2419,3592,2382
2420,3586,2378
2421,3580,2378
2422,3587,2378
2423,3592,2374
2424,3590,2370
2425,3586,2371
2426,3589,2374
2427,3586,2375
2428,3586,2374
2429,3587,2374
2430,3595,2370
2431,3591,2373
2432,3593,2372
2433,3590,2376
2434,3584,2380
2435,3588,2381
2436,3589,2384
2437,3584,2380
2438,3586,2382
2439,3591,2378
2440,3589,2376
2441,3595,2380
2442,3597,2380
2443,3599,2383
2444,3606,2382
2445,3611,2379
2446,3608,2379
2447,3605,2378
2448,3606,2379
2449,3607,2383
2450,3614,2378
2451,3622,2382
2452,3623,2382
2453,3630,2388
2454,3624,2390
2455,3623,2385
2456,3623,2385
2457,3619,2390
2458,3616,2395
2459,3614,2396
2460,3612,2396
2461,3606,2395
2462,3606,2396
2463,3613,2394
2464,3609,2391
2465,3611,2396
2466,3611,2400
2467,3614,2403
2468,3610,2405
2469,3617,2408
2470,3612,2411
2471,3613,2416
2472,3612,2417
2473,3611,2416
2474,3613,2416
2475,3618,2422
2476,3621,2428
2477,3615,2429
2478,3623,2428
2479,3619,2424
2480,3626,2422
2481,3627,2421
2482,3621,2421
2483,3620,2423
2484,3614,2420
2485,3611,2421
2486,3614,2416
2487,3622,2419
2488,3628,2422
2489,3630,2424
2490,3626,2429
2491,3623,2425
2492,3627,2421
2493,3634,2425
2494,3638,2420
2495,3636,2419
2496,3643,2419
2497,3640,2422
2498,3648,2417
2499,3647,2419
2500,3643,2421
2501,3646,2426
2502,3653,2431
2503,3647,2432
2504,3644,2432
2505,3646,2428
2506,3643,2426
2507,3642,2432
2508,3641,2429
2509,3647,2426
2510,3641,2429
2511,3638,2434
2512,3646,2436
2513,3646,2434
2514,3647,2438
2515,3653,2442
2516,3649,2446
2517,3654,2450
2518,3650,2447
2519,3658,2453
2520,3652,2456
2521,3656,2452
2522,3651,2452
2523,3655,2456
2524,3659,2459
2525,3660,2459
2526,3659,2463
2527,3664,2461
2528,3667,2458
2529,3665,2457
2530,3662,2454
2531,3667,2450
2532,3668,2447
2533,3665,2443
2534,3670,2447
2535,3673,2453
2536,3667,2457
2537,3664,2453
2538,3661,2455
2539,3655,2457
2540,3658,2459
2541,3652,2455
2542,3654,2457
2543,3657,2454
2544,3663,2459
2545,3667,2455
2546,3675,2460
2547,3675,2457
2548,3677,2453
2549,3680,2454
2550,3675,2458
2551,3679,2456
2552,3684,2459
2553,3681,2461
2554,3687,2456
2555,3695,2454
2556,3703,2456
2557,3708,2457
2558,3706,2461
2559,3703,2463
2560,3708,2467
2561,3709,2469
2562,3714,2466
2563,3710,2462
2564,3708,2466
2565,3713,2467
2566,3710,2471
2567,3709,2468
2568,3711,2474
2569,3716,2479
2570,3718,2481
2571,3719,2483
2572,3713,2489
2573,3721,2493
2574,3727,2489
2575,3723,2489
2576,3722,2492
2577,3717,2493
2578,3720,2498
2579,3728,2499
2580,3728,2499
2581,3723,2494
2582,3731,2500
2583,3728,2502
2584,3733,2507
2585,3727,2503
2586,3725,2503
2587,3729,2508
2588,3732,2513
2589,3740,2515
2590,3738,2518
2591,3737,2513
2592,3745,2508
2593,3745,2514
2594,3742,2520
2595,3746,2516
2596,3744,2512
2597,3740,2517
2598,3737,2515
2599,3741,2511
2600,3744,2511
2601,3741,2513
2602,3740,2512
2603,3743,2518
2604,3742,2517
2605,3737,2514
2606,3738,2514
2607,3734,2514
2608,3732,2512
2609,3728,2510
2610,3727,2508
2611,3721,2511
2612,3725,2515
2613,3729,2511
2614,3723,2506
2615,3730,2512
2616,3738,2516
2617,3740,2521
2618,3745,2518
2619,3753,2522
2620,3759,2523
2621,3756,2528
2622,3750,2527
2623,3744,2532
2624,3738,2538
2625,3735,2539
2626,3738,2541
2627,3743,2543
2628,3749,2547
2629,3751,2548
2630,3745,2551
2631,3750,2549
2632,3756,2545
2633,3756,2547
2634,3759,2553
2635,3754,2558
2636,3752,2560
2637,3753,2558
2638,3755,2561
2639,3752,2561
2640,3749,2560
2641,3755,2562
2642,3758,2561
2643,3753,2563
2644,3756,2569
2645,3762,2566
2646,3762,2561
2647,3762,2559
2648,3770,2557
2649,3778,2552
2650,3782,2554
2651,3781,2554
2652,3789,2550
2653,3788,2551
2654,3795,2548
2655,3797,2544
2656,3792,2549
2657,3791,2550
2658,3785,2547
2659,3790,2545
2660,3787,2548
2661,3792,2548
2662,3789,2550
2663,3790,2550
2664,3787,2549
2665,3790,2552
2666,3790,2553
2667,3796,2555
2668,3802,2559
2669,3806,2557
2670,3803,2561
2671,3801,2565
2672,3799,2562
2673,3806,2561
2674,3814,2556
2675,3818,2551
2676,3817,2548
2677,3815,2552
2678,3815,2556
2679,3819,2556
2680,3824,2553
2681,3824,2558
2682,3825,2555
2683,3823,2556
2684,3821,2556
2685,3821,2551
2686,3829,2551
2687,3834,2551
2688,3830,2547
2689,3825,2547
2690,3829,2550
2691,3835,2547
2692,3843,2543
2693,3837,2547
2694,3835,2551
2695,3841,2549
2696,3840,2548
2697,3845,2547
2698,3840,2545
2699,3843,2542
2700,3845,2540
2701,3843,2546
2702,3846,2548
2703,3848,2544
2704,3842,2542
2705,3848,2538
2706,3846,2535
2707,3849,2538
2708,3851,2539
2709,3858,2539
2710,3860,2538
2711,3864,2542
2712,3870,2540
